# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.moduleManagerBridge.get.modules.ms,1697550173979000000,1697550181376000000,1
workspaceModel.sync.entities.ms,1697550173979000000,1697550181376000000,0
workspaceModel.moduleBridge.before.changed.ms,1697550173979000000,1697550181376000000,0
jps.global.get.library.by.name.ms,1697550173979000000,1697550181376000000,0
jps.global.handle.changed.events.ms,1697550173979000000,1697550181376000000,0
workspaceModel.mutableEntityStorage.to.snapshot.ms,1697550173979000000,1697550181376000000,2
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1697550173979000000,1697550181376000000,2
jps.facet.change.listener.before.change.events.ms,1697550173979000000,1697550181376000000,1
workspaceModel.global.updates.count,1697550173979000000,1697550181376000000,1
workspaceModel.load.cache.from.file.ms,1697550173979000000,1697550181376000000,256
jps.module.iml.entities.serializer.load.entities.ms,1697550173979000000,1697550181376000000,132
jps.artifact.entities.serializer.load.entities.ms,1697550173979000000,1697550181376000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1697550173979000000,1697550181376000000,2
workspaceModel.mutableEntityStorage.add.entity.ms,1697550173979000000,1697550181376000000,79
jps.global.handle.before.change.events.ms,1697550173979000000,1697550181376000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1697550173979000000,1697550181376000000,0
jps.apply.loaded.storage.ms,1697550173979000000,1697550181376000000,228
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1697550173979000000,1697550181376000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1697550173979000000,1697550181376000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1697550173979000000,1697550181376000000,0
workspaceModel.orphan.listener.update.ms,1697550173979000000,1697550181376000000,6
workspaceModel.moduleManagerBridge.load.all.modules.ms,1697550173979000000,1697550181376000000,647
jps.save.changed.project.entities.ms,1697550173979000000,1697550181376000000,1
workspaceModel.global.updates.ms,1697550173979000000,1697550181376000000,2
jps.project.serializers.save.ms,1697550173979000000,1697550181376000000,1
jps.load.initial.state.ms,1697550173979000000,1697550181376000000,4
workspaceModel.moduleManagerBridge.build.module.graph.ms,1697550173979000000,1697550181376000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1697550173979000000,1697550181376000000,0
workspaceModel.mutableEntityStorage.replace.by.source.ms,1697550173979000000,1697550181376000000,37
workspaceModel.global.apply.state.to.project.builder.ms,1697550173979000000,1697550181376000000,1
jps.facet.change.listener.process.change.events.ms,1697550173979000000,1697550181376000000,1
workspaceModel.mutableEntityStorage.entities.ms,1697550173979000000,1697550181376000000,1
workspaceModel.moduleManagerBridge.newModule.ms,1697550173979000000,1697550181376000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1697550173979000000,1697550181376000000,2
jps.facet.change.listener.init.bridge.ms,1697550173979000000,1697550181376000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1697550173979000000,1697550181376000000,1271
workspaceModel.moduleManagerBridge.create.module.instance.ms,1697550173979000000,1697550181376000000,0
jps.project.serializers.load.ms,1697550173979000000,1697550181376000000,203
jps.global.get.libraries.ms,1697550173979000000,1697550181376000000,0
jps.library.entities.serializer.load.entities.ms,1697550173979000000,1697550181376000000,47
workspaceModel.save.cache.to.file.ms,1697550173979000000,1697550181376000000,102
workspaceModel.mutableEntityStorage.resolve.ms,1697550173979000000,1697550181376000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1697550173979000000,1697550181376000000,0
jps.global.initialize.library.bridges.after.loading.ms,1697550173979000000,1697550181376000000,0
jps.artifact.entities.serializer.save.entities.ms,1697550173979000000,1697550181376000000,0
workspaceModel.global.apply.state.to.project.ms,1697550173979000000,1697550181376000000,9
jps.library.entities.serializer.save.entities.ms,1697550173979000000,1697550181376000000,0
workspaceModel.delayed.project.synchronizer.sync.ms,1697550173979000000,1697550181376000000,667
jps.storage.jps.conf.reader.load.component.ms,1697550173979000000,1697550181376000000,69
workspaceModel.mutableEntityStorage.add.diff.ms,1697550173979000000,1697550181376000000,90
workspaceModel.mutableEntityStorage.collect.changes.ms,1697550173979000000,1697550181376000000,2
jps.global.get.library.ms,1697550173979000000,1697550181376000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1697550173979000000,1697550181376000000,0
workspaceModel.mutableEntityStorage.modify.entity.ms,1697550173979000000,1697550181376000000,7
jps.load.project.to.empty.storage.ms,1697550173979000000,1697550181376000000,426
jps.save.global.entities.ms,1697550173979000000,1697550181376000000,0
jps.global.initialize.library.bridges.ms,1697550173979000000,1697550181376000000,18
Indexes.stubs.lookupDuration90PMs,1697550173979000000,1697550181376000000,0.0
Indexes.entries.lookupDurationAvgMs,1697550173979000000,1697550181376000000,0.05
Indexes.entries.lookupDuration90PMs,1697550173979000000,1697550181376000000,0.0
Indexes.allKeys.lookupDurationMaxMs,1697550173979000000,1697550181376000000,0.0
Indexes.stubs.lookupDurationAvgMs,1697550173979000000,1697550181376000000,0.03571428571428571
Indexes.entries.lookups,1697550173979000000,1697550181376000000,20.0
Indexes.allKeys.lookupDuration90PMs,1697550173979000000,1697550181376000000,0.0
Indexes.entries.lookupDurationMaxMs,1697550173979000000,1697550181376000000,1.0
Indexes.allKeys.lookups,1697550173979000000,1697550181376000000,1.0
Indexes.allKeys.lookupDurationAvgMs,1697550173979000000,1697550181376000000,0.0
Indexes.stubs.lookupDurationMaxMs,1697550173979000000,1697550181376000000,1.0
Indexes.stubs.lookups,1697550173979000000,1697550181376000000,28.0
